Index,Combined,Division,Dept,Course_x,Class#,Session,Modality,Component,Start,End,Days,Instructor,Room,Starting Enrollment,Current Enrollment,Capacity,Perc Drop,Graded Count,Success Count,Success Rate
1006,0,HSS,PHIL,PHIL 103,21783,18,IN PERSON,Lecture,12:30,13:45,TuTh,Stolze,BE111,24,22,25,0.083333333,24,15,0.625
1007,0,HSS,PHIL,PHIL 103,21782,18,ONLINE,Lecture,TBA,0,0,Chatman,ONLINE,27,16,25,0.407407407,20,11,0.55
1008,0,HSS,PHIL,PHIL 103,32715,18,ONLINE,Lecture,TBA,0,0,Spooner,ONLINE,26,25,25,0.038461538,26,19,0.730769231
1009,0,HSS,PHIL,PHIL 103,33285,15B,ONLINE,Lecture,TBA,0,0,Chatman,ONLINE,26,16,25,0.384615385,19,6,0.315789474
1010,0,HSS,PHIL,PHIL 103,29126,15B,IN PERSON,Lecture,9:30,11:00,MW,Mittendorf,BE110,17,14,25,0.176470588,15,9,0.6
1011,0,HSS,PHIL,PHIL 103,33163,9B,ONLINE,Lecture,TBA,0,0,Chatman,ONLINE,35,25,25,0.285714286,26,11,0.423076923
1012,0,HSS,PHIL,PHIL 104,20474,18,ONLINE,Lecture,TBA,0,0,Mayock,ONLINE,36,28,40,0.222222222,31,24,0.774193548
1013,0,HSS,PHIL,PHIL 104,31446,18,ONLINE,Lecture,TBA,0,0,Stolze,ONLINE,38,34,40,0.105263158,36,28,0.777777778
1014,0,HSS,PHIL,PHIL 104,26382,15B,ONLINE,Lecture,TBA,0,0,Stolze,ONLINE,42,38,40,0.095238095,41,29,0.707317073
1015,0,HSS,PHIL,PHIL 104,33327,9B,ONLINE,Lecture,TBA,0,0,Swearengin,ONLINE,39,14,40,0.641025641,36,7,0.194444444
1016,0,HSS,PHIL,PHIL 106,30712,15B,ONLINE,Lecture,TBA,0,0,Swearengin,ONLINE,47,23,40,0.510638298,43,8,0.186046512
1017,0,HSS,PHIL,PHIL 106,33358,9B,ONLINE,Lecture,TBA,0,0,Deering,ONLINE,26,12,40,0.538461538,20,9,0.45
1018,0,HSS,PHIL,PHIL 130,27009,15B,IN PERSON,Lecture,11:00,12:30,MW,Stolze,BE110,12,8,25,0.333333333,12,8,0.666666667
1019,0,HSS,PHIL,PHIL 200,20779,18,ONLINE,Lecture,TBA,0,0,Mittendorf,ONLINE,34,14,40,0.588235294,18,9,0.5
1020,0,HSS,PHIL,PHIL 203,33286,15B,IN PERSON,Lecture,12:30,14:00,MW,Mittendorf,BE110,13,9,30,0.307692308,9,8,0.888888889
1021,0,HSS,POL,POL 101,23786,18,ONLINE,Lecture,TBA,0,0,Falcon,ONLINE,43,36,38,0.162790698,36,31,0.861111111
1022,0,HSS,POL,POL 101,20486,18,IN PERSON,Lecture,9:30,10:45,MW,Obazuaye,SS212,43,33,38,0.23255814,40,24,0.6
1023,0,HSS,POL,POL 101,20487,18,IN PERSON,Lecture,9:30,12:20,F,Morrione,SS313,40,26,38,0.35,30,18,0.6
1024,0,HSS,POL,POL 101,20488,18,IN PERSON,Lecture,11:00,12:15,MW,Obasohan,SS313,41,35,38,0.146341463,34,27,0.794117647
1025,0,HSS,POL,POL 101,20490,18,IN PERSON,Lecture,12:30,13:45,MW,Obasohan,SS313,39,37,38,0.051282051,35,28,0.8
1026,0,HSS,POL,POL 101,20491,18,ONLINE,Lecture,TBA,0,0,Obazuaye,ONLINE,39,30,38,0.230769231,35,23,0.657142857
1027,0,HSS,POL,POL 101,20492,18,ONLINE,Lecture,TBA,0,0,Obazuaye,ONLINE,37,26,38,0.297297297,35,17,0.485714286
1028,0,HSS,POL,POL 101,20493,18,IN PERSON,Lecture,14:00,15:15,TuTh,Morrione,SS313,40,35,38,0.125,38,26,0.684210526
1029,0,HSS,POL,POL 101,20494,18,ONLINE,Lecture,TBA,0,0,Gaffaney,ONLINE,35,25,38,0.285714286,27,11,0.407407407
1030,0,HSS,POL,POL 101,20496,18,IN PERSON,Lecture,9:30,10:45,MW,Falcon,SS313,38,32,38,0.157894737,36,27,0.75
1031,0,HSS,POL,POL 101,23787,18,ONLINE,Lecture,TBA,0,0,Falcon,ONLINE,36,30,38,0.166666667,30,25,0.833333333
1032,0,HSS,POL,POL 101,20498,18,IN PERSON,Lecture,11:00,12:15,TuTh,Rendon,SS313,39,33,38,0.153846154,36,19,0.527777778
1033,0,HSS,POL,POL 101,20791,18,ONLINE,Lecture,TBA,0,0,Obasohan,ONLINE,38,32,38,0.157894737,33,21,0.636363636
1034,0,HSS,POL,POL 101,20793,18,ONLINE,Lecture,TBA,0,0,Gaffaney,ONLINE,36,30,38,0.166666667,31,20,0.64516129
1035,0,HSS,POL,POL 101,20794,18,IN PERSON,Lecture,9:30,10:45,TuTh,Mullins,SS138,40,36,38,0.1,38,32,0.842105263
1036,0,HSS,POL,POL 101,20935,18,ONLINE,Lecture,TBA,0,0,Obazuaye,ONLINE,21,6,38,0.714285714,11,3,0.272727273
1037,0,HSS,POL,POL 101,21276,18,ONLINE,Lecture,TBA,0,0,Mullins,ONLINE,41,37,38,0.097560976,39,33,0.846153846
1038,0,HSS,POL,POL 101,23874,18,IN PERSON,Lecture,11:00,12:15,MW,Obazuaye,SS138,40,34,38,0.15,38,25,0.657894737
1039,0,HSS,POL,POL 101,23875,18,ONLINE,Lecture,TBA,0,0,Mullins,ONLINE,38,29,38,0.236842105,36,27,0.75
1040,0,HSS,POL,POL 101,22052,18,IN PERSON,Lecture,18:00,20:50,Tu,Mullins,SS313,38,30,38,0.210526316,33,23,0.696969697
1041,0,HSS,POL,POL 101,20495,15B,ONLINE,Lecture,TBA,0,0,Gaffaney,ONLINE,38,30,38,0.210526316,30,6,0.2
1042,0,HSS,POL,POL 101,31448,15B,ONLINE,Lecture,TBA,0,0,Obasohan,ONLINE,41,33,38,0.195121951,36,22,0.611111111
1043,0,HSS,POL,POL 101,21275,15B,ONLINE,Lecture,TBA,0,0,Obasohan,ONLINE,37,33,38,0.108108108,35,26,0.742857143
1044,0,HSS,POL,POL 101,23873,15B,ONLINE,Lecture,TBA,0,0,Mosley,ONLINE,30,17,38,0.433333333,18,12,0.666666667
1045,0,HSS,POL,POL 101,23994,15B,ONLINE,Lecture,TBA,0,0,Mosley,ONLINE,42,10,38,0.761904762,18,8,0.444444444
1046,0,HSS,POL,POL 101,25992,15B,ONLINE,Lecture,TBA,0,0,Mosley,ONLINE,36,16,38,0.555555556,16,9,0.5625
1047,0,HSS,POL,POL 101,31449,15B,ONLINE,Lecture,TBA,0,0,Obasohan,ONLINE,41,32,38,0.219512195,33,22,0.666666667
1048,0,HSS,POL,POL 101,23789,15B,IN PERSON,Lecture,17:30,19:00,MW,Obasohan,SS313,37,24,38,0.351351351,28,15,0.535714286
1049,0,HSS,POL,POL 101,33092,15B,IN PERSON,Lecture,8:45,10:00,TuTh,Rendon,WARR*,30,30,0,0,30,30,1
1050,0,HSS,POL,POL 101,25991,15B,IN PERSON,Lecture,14:00,15:30,TuTh,Rendon,SS310,40,37,38,0.075,37,26,0.702702703
1051,0,HSS,POL,POL 101,32389,6B,ONLINE,Lecture,TBA,0,0,McBride,ONLINE,38,33,38,0.131578947,31,14,0.451612903
1052,0,HSS,POL,POL 101,32390,6C,ONLINE,Lecture,TBA,0,0,Banks,ONLINE,55,47,38,0.145454545,41,9,0.219512195
1053,0,HSS,POL,POL 101,20795,9B,ONLINE,Lecture,TBA,0,0,McBride,ONLINE,50,39,38,0.22,47,30,0.638297872
1054,0,HSS,POL,POL 101,31451,9B,ONLINE,Lecture,TBA,0,0,Banks,ONLINE,43,35,38,0.186046512,35,19,0.542857143
1055,0,HSS,POL,POL 101,27466,9B,IN PERSON,Lecture,19:00,21:50,TuTh,Banks,SS309,31,22,38,0.290322581,21,12,0.571428571
1056,0,HSS,POL,POL 201,31452,18,ONLINE,Lecture,TBA,0,0,Mullins,ONLINE,44,26,38,0.409090909,32,25,0.78125
1057,0,HSS,POL,POL 201,20796,18,IN PERSON,Lecture,11:00,12:15,MW,Mullins,SS139,37,28,38,0.243243243,30,24,0.8
1058,0,HSS,POL,POL 210,31977,18,IN PERSON,Lecture,18:00,20:50,M,Obazuaye,SS214,37,32,38,0.135135135,34,30,0.882352941
1059,0,HSS,POL,POL 220,33314,15B,IN PERSON,Lecture,18:00,21:10,W,Obazuaye,SS214,24,17,38,0.291666667,21,16,0.761904762
1060,0,HSS,POL,POL 240,31053,18,IN PERSON,Lecture,12:30,13:45,MW,Mullins,SS139,32,25,28,0.21875,32,25,0.78125
1061,0,HSS,POL,POL 280,32391,18,IN PERSON,Lecture,12:30,13:45,TuTh,Morrione,SS214,36,27,34,0.25,30,23,0.766666667
1062,0,HSS,PSYC,PSYC 101,32229,18,IN PERSON,Lecture,8:15,9:30,MW,Kang,NHS*,27,27,0,0,27,21,0.777777778
1063,0,HSS,PSYC,PSYC 101,20502,18,IN PERSON,Lecture,12:30,13:45,TuTh,St. John,SS213,66,53,60,0.196969697,59,41,0.694915254
1064,0,HSS,PSYC,PSYC 101,32230,18,IN PERSON,Lecture,14:40,16:10,MW,Dunn,WHS *,25,25,0,0,24,24,1
1065,0,HSS,PSYC,PSYC 101,20508,18,ONLINE,Lecture,TBA,0,0,St. John,ONLINE,66,54,60,0.181818182,61,41,0.672131148
1066,0,HSS,PSYC,PSYC 101,20503,12,ONLINE,Lecture,TBA,0,0,Lewellen,ONLINE,60,30,60,0.5,53,23,0.433962264
1067,0,HSS,PSYC,PSYC 101,20500,15B,ONLINE,Lecture,TBA,0,0,Pueblos,ONLINE,87,58,60,0.333333333,51,35,0.68627451
1068,0,HSS,PSYC,PSYC 101,20501,15B,IN PERSON,Lecture,9:30,11:00,MW,Chiros,SS213,69,60,60,0.130434783,57,44,0.771929825
1069,0,HSS,PSYC,PSYC 101,25494,15B,IN PERSON,Lecture,11:00,12:30,MW,Chiros,SS213,69,53,60,0.231884058,59,42,0.711864407
1070,0,HSS,PSYC,PSYC 101,29715,15B,IN PERSON,Lecture,14:05,15:35,TuTh,Dunn,AHS *,21,21,0,0,21,15,0.714285714
1071,0,HSS,PSYC,PSYC 101,32355,6A,ONLINE,Lecture,TBA,0,0,Munoz,ONLINE,61,49,60,0.196721311,54,25,0.462962963
1072,0,HSS,PSYC,PSYC 101,32357,6C,ONLINE,Lecture,TBA,0,0,Munoz,ONLINE,79,69,60,0.126582278,55,17,0.309090909
1073,0,HSS,PSYC,PSYC 101,32356,7,HYBRID,Lecture,9:00,12:00,Sa,Munoz,SS213,61,48,60,0.213114754,61,32,0.524590164
1074,0,HSS,PSYC,PSYC 101,20504,9A,ONLINE,Lecture,TBA,0,0,Lewellen,ONLINE,49,21,60,0.571428571,38,11,0.289473684
1075,0,HSS,PSYC,PSYC 101,27933,9A,ONLINE,Lecture,TBA,0,0,Duff,ONLINE,59,51,60,0.13559322,54,40,0.740740741
1076,0,HSS,PSYC,PSYC 101,22443,9A,ONLINE,Lecture,TBA,0,0,Ronquillo-Adachi,ONLINE,60,44,60,0.266666667,50,41,0.82
1077,0,HSS,PSYC,PSYC 101,28143,9A,ONLINE,Lecture,TBA,0,0,Foley-Soulakis,ONLINE,58,44,60,0.24137931,51,34,0.666666667
1078,0,HSS,PSYC,PSYC 101,29103,9A,ONLINE,Lecture,TBA,0,0,Lewellen,ONLINE,62,14,60,0.774193548,18,12,0.666666667
1079,0,HSS,PSYC,PSYC 101,33320,9B,ONLINE,Lecture,TBA,0,0,Duff,ONLINE,71,57,60,0.197183099,55,22,0.4
1080,0,HSS,PSYC,PSYC 101,20507,9B,ONLINE,Lecture,TBA,0,0,Foley-Soulakis,ONLINE,63,38,60,0.396825397,43,28,0.651162791
1081,0,HSS,PSYC,PSYC 101,21731,9B,ONLINE,Lecture,TBA,0,0,Sandoval,ONLINE,62,39,60,0.370967742,58,35,0.603448276
1082,0,HSS,PSYC,PSYC 101,27931,9B,ONLINE,Lecture,TBA,0,0,Sandoval,ONLINE,66,34,60,0.484848485,58,28,0.482758621
1083,0,HSS,PSYC,PSYC 101,27932,9B,ONLINE,Lecture,TBA,0,0,Barbari,ONLINE,67,45,60,0.328358209,50,31,0.62
1084,0,HSS,PSYC,PSYC 103,26739,18,ONLINE,Lecture,TBA,0,0,Garcia,ONLINE,26,24,25,0.076923077,26,19,0.730769231
1085,0,HSS,PSYC,PSYC 103,27404,15B,ONLINE,Lecture,TBA,0,0,Ledezma,ONLINE,30,21,25,0.3,22,16,0.727272727
1086,0,HSS,PSYC,PSYC 103,20511,15B,ONLINE,Lecture,TBA,0,0,Ledezma,ONLINE,27,20,25,0.259259259,23,17,0.739130435
1087,0,HSS,PSYC,PSYC 103,20512,15B,ONLINE,Lecture,TBA,0,0,Ledezma,ONLINE,28,20,25,0.285714286,21,14,0.666666667
1088,0,HSS,PSYC,PSYC 103,20801,15B,ONLINE,Lecture,TBA,0,0,Jasso,ONLINE,25,20,25,0.2,24,14,0.583333333
1089,0,HSS,PSYC,PSYC 103,24468,15B,ONLINE,Lecture,TBA,0,0,Griffin,ONLINE,27,16,25,0.407407407,20,12,0.6
1090,0,HSS,PSYC,PSYC 103,26061,15B,ONLINE,Lecture,TBA,0,0,Griffin,ONLINE,25,18,25,0.28,24,12,0.5
1091,0,HSS,PSYC,PSYC 103,27278,15B,ONLINE,Lecture,TBA,0,0,Jasso,ONLINE,29,20,25,0.310344828,23,9,0.391304348
1092,0,HSS,PSYC,PSYC 103,30383,15B,ONLINE,Lecture,TBA,0,0,Jasso,ONLINE,25,17,25,0.32,24,9,0.375
1093,0,HSS,PSYC,PSYC 103,20802,15B,IN PERSON,Lecture,12:30,14:00,MW,Kang,SS136,25,20,25,0.2,25,7,0.28
1094,0,HSS,PSYC,PSYC 103,25993,15B,IN PERSON,Lecture,11:00,12:30,MW,Kang,LC 22,24,19,25,0.208333333,21,13,0.619047619
1095,0,HSS,PSYC,PSYC 103,33045,9B,ONLINE,Lecture,TBA,0,0,Pozos Flores,ONLINE,28,20,25,0.285714286,23,13,0.565217391
1096,0,HSS,PSYC,PSYC 103,33046,9B,ONLINE,Lecture,TBA,0,0,Pozos Flores,ONLINE,27,10,25,0.62962963,19,7,0.368421053
1097,0,HSS,PSYC,PSYC 150,31978,9A,ONLINE,Lecture,TBA,0,0,Sanchez,ONLINE,48,35,48,0.270833333,41,29,0.707317073
1098,0,HSS,PSYC,PSYC 150,31455,9B,ONLINE,Lecture,TBA,0,0,Sanchez,ONLINE,53,28,48,0.471698113,38,25,0.657894737
1099,0,HSS,PSYC,PSYC 210,27929,18,IN PERSON,Lecture,12:30,14:00,TuTh,Enriquez,SS141,44,35,40,0.204545455,40,25,0.625
1100,0,HSS,PSYC,PSYC 210,28144,18,IN PERSON,Lecture,18:30,20:00,MW,Nguyen,SS141,46,30,40,0.347826087,36,23,0.638888889
1101,0,HSS,PSYC,PSYC 210,30663,18,IN PERSON,Lecture,15:30,17:00,MW,Giralt,SS141,40,37,40,0.075,38,25,0.657894737
1102,0,HSS,PSYC,PSYC 210,31622,18,ONLINE,Lecture,TBA,0,0,Ter-Petrosyan,ONLINE,57,34,40,0.403508772,36,19,0.527777778
1103,0,HSS,PSYC,PSYC 210,20804,15B,ONLINE,Lecture,TBA,0,0,Kyle,ONLINE,47,36,40,0.234042553,42,31,0.738095238
1104,0,HSS,PSYC,PSYC 210,24471,15B,ONLINE,Lecture,TBA,0,0,Atkins,ONLINE,45,37,40,0.177777778,38,21,0.552631579
1105,0,HSS,PSYC,PSYC 210,29269,15B,ONLINE,Lecture,TBA,0,0,Sanchez,ONLINE,46,21,40,0.543478261,35,16,0.457142857
1106,0,HSS,PSYC,PSYC 210,27927,15B,IN PERSON,Lecture,9:30,11:00,MW,Burgwin,SS141,56,39,40,0.303571429,44,26,0.590909091
1107,0,HSS,PSYC,PSYC 210,22308,15B,IN PERSON,Lecture,12:30,14:00,MW,Neuse,SS141,46,30,40,0.347826087,40,20,0.5
1108,0,HSS,PSYC,PSYC 210,33257,15B,IN PERSON,Lecture,18:30,20:00,MW,Hua,SS215,43,27,40,0.372093023,33,17,0.515151515
1109,0,HSS,PSYC,PSYC 210,24469,15B,IN PERSON,Lecture,8:00,9:30,TuTh,Ronquillo-Adachi,SS215,44,28,30,0.363636364,35,25,0.714285714
1110,0,HSS,PSYC,PSYC 210,31456,9B,ONLINE,Lecture,TBA,0,0,Sanchez,ONLINE,47,25,40,0.468085106,34,13,0.382352941
1111,0,HSS,PSYC,PSYC 210,33318,9B,ONLINE,Lecture,TBA,0,0,Ura,ONLINE,50,28,40,0.44,38,21,0.552631579
1112,0,HSS,PSYC,PSYC 220,27002,18,IN PERSON,Lecture,12:30,14:00,TuTh,Beas,SS215,29,26,30,0.103448276,27,24,0.888888889
1113,0,HSS,PSYC,PSYC 220,30385,18,ONLINE,Lecture,TBA,0,0,Garcia,ONLINE,50,37,30,0.26,33,28,0.848484848
1114,0,HSS,PSYC,PSYC 220,31458,15B,ONLINE,Lecture,TBA,0,0,St. John,ONLINE,32,24,30,0.25,28,21,0.75
1115,0,HSS,PSYC,PSYC 220,30821,15B,ONLINE,Lecture,TBA,0,0,Huemer,ONLINE,26,22,30,0.153846154,23,18,0.782608696
1116,0,HSS,PSYC,PSYC 220,33054,15B,ONLINE,Lecture,TBA,0,0,Barbari,ONLINE,30,17,30,0.433333333,24,13,0.541666667
1117,0,HSS,PSYC,PSYC 220,30027,15B,HYBRID,Lecture,9:30,11:00,W,Ronquillo-Adachi,SS215,33,30,30,0.090909091,33,26,0.787878788
1118,0,HSS,PSYC,PSYC 241,31054,12,ONLINE,Lecture,TBA,0,0,Lewellen,ONLINE,73,51,60,0.301369863,60,43,0.716666667
1119,0,HSS,PSYC,PSYC 241,20518,9B,ONLINE,Lecture,TBA,0,0,Lewellen,ONLINE,65,34,60,0.476923077,47,27,0.574468085
1120,0,HSS,PSYC,PSYC 241,20519,9B,ONLINE,Lecture,TBA,0,0,Lewellen,ONLINE,68,38,60,0.441176471,51,30,0.588235294
1121,0,HSS,PSYC,PSYC 245,25994,15A,ONLINE,Lecture,TBA,0,0,Lewellen,ONLINE,51,29,48,0.431372549,43,22,0.511627907
1122,0,HSS,PSYC,PSYC 251,20521,18,ONLINE,Lecture,TBA,0,0,Larson,ONLINE,50,35,48,0.3,41,32,0.780487805
1123,0,HSS,PSYC,PSYC 251,21280,18,ONLINE,Lecture,TBA,0,0,Larson,ONLINE,50,32,48,0.36,38,30,0.789473684
1124,0,HSS,PSYC,PSYC 251,24473,18,IN PERSON,Lecture,11:00,12:15,TuTh,Nguyen,SS214,51,47,48,0.078431373,47,38,0.808510638
1125,0,HSS,PSYC,PSYC 251,25995,18,IN PERSON,Lecture,18:30,21:20,Tu,Alabi,SS308,17,9,48,0.470588235,13,6,0.461538462
1126,0,HSS,PSYC,PSYC 251,31504,18,IN PERSON,Lecture,9:30,10:45,TuTh,Nguyen,SS214,51,44,48,0.137254902,47,36,0.765957447
1127,0,HSS,PSYC,PSYC 251,31460,15B,ONLINE,Lecture,TBA,0,0,Alabi,ONLINE,42,24,48,0.428571429,31,13,0.419354839
1128,0,HSS,PSYC,PSYC 251,27280,15B,ONLINE,Lecture,TBA,0,0,Alabi,ONLINE,37,22,48,0.405405405,27,13,0.481481481
1129,0,HSS,PSYC,PSYC 251,31624,15B,IN PERSON,Lecture,8:00,9:30,TuTh,Nguyen,SS307,51,43,48,0.156862745,45,28,0.622222222
1130,0,HSS,PSYC,PSYC 251,21424,9A,ONLINE,Lecture,TBA,0,0,Larson,ONLINE,50,25,48,0.5,29,21,0.724137931
1131,0,HSS,PSYC,PSYC 251,22022,9B,ONLINE,Lecture,TBA,0,0,Sandoval,ONLINE,62,49,48,0.209677419,45,32,0.711111111
1132,0,HSS,PSYC,PSYC 261,22418,15B,IN PERSON,Lecture,9:30,11:00,TuTh,Duff,SS313,48,41,48,0.145833333,46,30,0.652173913
1133,0,HSS,PSYC,PSYC 261,29273,9B,ONLINE,Lecture,TBA,0,0,Duff,ONLINE,54,43,48,0.203703704,49,20,0.408163265
1134,0,HSS,PSYC,PSYC 261,30029,9B,ONLINE,Lecture,TBA,0,0,Duff,ONLINE,51,45,48,0.117647059,49,21,0.428571429
1135,0,HSS,PSYC,PSYC 262,32362,15B,ONLINE,Lecture,TBA,0,0,Smith,ONLINE,63,48,48,0.238095238,50,41,0.82
1136,0,HSS,PSYC,PSYC 262,33346,9B,ONLINE,Lecture,TBA,0,0,Smith,ONLINE,62,25,48,0.596774194,37,18,0.486486486
1137,0,HSS,PSYC,PSYC 265,31055,9B,ONLINE,Lecture,TBA,0,0,St. John,ONLINE,46,42,48,0.086956522,41,29,0.707317073
1138,0,HSS,PSYC,PSYC 271,20808,15B,ONLINE,Lecture,TBA,0,0,St. John,ONLINE,43,27,48,0.372093023,35,25,0.714285714
1139,0,HSS,PSYC,PSYC 271,29731,15B,ONLINE,Lecture,TBA,0,0,Fukunaga,ONLINE,50,47,32,0.06,39,29,0.743589744
1140,0,HSS,PSYC,PSYC 271,33047,15B,ONLINE,Lecture,TBA,0,0,Beas,ONLINE,28,21,0,0.25,28,19,0.678571429
1141,0,HSS,PSYC,PSYC 271,33048,15B,ONLINE,Lecture,TBA,0,0,Pueblos,ONLINE,52,38,48,0.269230769,41,37,0.902439024
1142,0,HSS,PSYC,PSYC 271,33179,15B,ONLINE,Lecture,TBA,0,0,Pueblos,ONLINE,15,11,0,0.266666667,14,7,0.5
1143,0,HSS,PSYC,PSYC 271,20522,15B,IN PERSON,Lecture,12:30,14:00,TuTh,Fukunaga,SS138,51,44,48,0.137254902,44,35,0.795454545
1144,0,HSS,PSYC,PSYC 273,30387,18,ONLINE,Lecture,TBA,0,0,Sanserino,ONLINE,8,7,20,0.125,7,6,0.857142857
1145,0,HSS,PSYC,PSYC 276,32716,15B,IN PERSON,Lecture,11:00,12:30,TuTh,Fukunaga,SS308,35,24,48,0.314285714,26,14,0.538461538
1146,0,HSS,SOC,SOC 101,26427,18,IN PERSON,Lecture,9:30,10:45,MW,Ramos,SS316,62,50,60,0.193548387,59,36,0.610169492
1147,0,HSS,SOC,SOC 101,20552,18,IN PERSON,Lecture,14:00,15:15,TuTh,Dunn,SS314,69,59,60,0.144927536,61,45,0.737704918
1148,0,HSS,SOC,SOC 101,27749,18,IN PERSON,Lecture,12:30,13:45,TuTh,Dunn,SS314,63,60,60,0.047619048,62,49,0.790322581
1149,0,HSS,SOC,SOC 101,20553,15A,ONLINE,Lecture,TBA,0,0,Ysais,ONLINE,61,51,60,0.163934426,55,26,0.472727273
1150,0,HSS,SOC,SOC 101,31463,15B,ONLINE,Lecture,TBA,0,0,Holzgang,ONLINE,74,65,60,0.121621622,67,57,0.850746269
1151,0,HSS,SOC,SOC 101,33278,15B,ONLINE,Lecture,TBA,0,0,Brown,ONLINE,49,30,60,0.387755102,37,17,0.459459459
1152,0,HSS,SOC,SOC 101,20549,15B,IN PERSON,Lecture,11:00,12:30,MW,Holzgang,SS314,59,53,36,0.101694915,56,34,0.607142857
1153,0,HSS,SOC,SOC 101,20550,15B,IN PERSON,Lecture,12:30,14:00,MW,Smart,SS314,62,55,60,0.112903226,54,46,0.851851852
1154,0,HSS,SOC,SOC 101,21787,15B,IN PERSON,Lecture,9:30,11:00,TuTh,Letelier,SS316,61,46,60,0.245901639,48,21,0.4375
1155,0,HSS,SOC,SOC 101,33083,15B,IN PERSON,Lecture,7:55,9:25,TuTh,Ramos,JGH *,27,24,0,0.111111111,26,21,0.807692308
1156,0,HSS,SOC,SOC 101,33084,15B,IN PERSON,Lecture,13:00,14:30,TuTh,Ramos,TRCY*,31,16,0,0.483870968,27,13,0.481481481
1157,0,HSS,SOC,SOC 101,24480,9A,ONLINE,Lecture,TBA,0,0,Dunn,ONLINE,65,60,60,0.076923077,62,55,0.887096774
1158,0,HSS,SOC,SOC 101,20829,9A,ONLINE,Lecture,TBA,0,0,Tsuhako,ONLINE,67,53,60,0.208955224,57,38,0.666666667
1159,0,HSS,SOC,SOC 101,24479,9A,ONLINE,Lecture,TBA,0,0,Tsuhako,ONLINE,58,24,60,0.586206897,26,21,0.807692308
1160,0,HSS,SOC,SOC 101,21607,9B,ONLINE,Lecture,TBA,0,0,Brown,ONLINE,60,36,60,0.4,52,17,0.326923077
1161,0,HSS,SOC,SOC 101,20554,9B,ONLINE,Lecture,TBA,0,0,Der Mesropian,ONLINE,66,47,60,0.287878788,51,39,0.764705882
1162,0,HSS,SOC,SOC 101,20555,9B,ONLINE,Lecture,TBA,0,0,Der Mesropian,ONLINE,66,41,60,0.378787879,52,35,0.673076923
1163,0,HSS,SOC,SOC 110,20556,18,IN PERSON,Lecture,9:30,10:45,TuTh,Dunn,SS314,44,38,60,0.136363636,39,29,0.743589744
1164,0,HSS,SOC,SOC 110,31464,15B,ONLINE,Lecture,TBA,0,0,Der Mesropian,ONLINE,62,33,60,0.467741935,37,21,0.567567568
1165,0,HSS,SOC,SOC 110,20830,9B,ONLINE,Lecture,TBA,0,0,Dunn,ONLINE,75,67,60,0.106666667,69,58,0.84057971
1166,0,HSS,SOC,SOC 120,29566,15B,ONLINE,Lecture,TBA,0,0,Smart,ONLINE,67,37,60,0.447761194,43,28,0.651162791
1167,0,HSS,SOC,SOC 120,33279,15B,IN PERSON,Lecture,9:30,11:00,MW,Smart,SS314,59,30,60,0.491525424,33,28,0.848484848
1168,0,HSS,SOC,SOC 201,31465,15B,ONLINE,Lecture,TBA,0,0,Ysais,ONLINE,68,49,60,0.279411765,54,27,0.5
1169,0,HSS,SOC,SOC 201,26208,15A,IN PERSON,Lecture,12:30,14:00,TuTh,Tsuhako,SS316,43,25,60,0.418604651,27,21,0.777777778
1170,SOC 202/WGS 202,HSS,SOC,SOC 202,31466,15A,ONLINE,Lecture,TBA,0,0,Gregg,ONLINE,32,27,40,0.15625,25,8,0.32
1171,SOC 202/WGS 202,HSS,SOC,SOC 202,30639,15B,ONLINE,Lecture,TBA,0,0,Holzgang,ONLINE,35,31,30,0.114285714,35,28,0.8
1172,SOC 202/WGS 202,HSS,SOC,SOC 202,27750,15B,IN PERSON,Lecture,9:30,11:00,TuTh,Acosta,SS220,17,13,40,0.235294118,14,8,0.571428571
1173,0,HSS,SOC,SOC 205,26209,15B,IN PERSON,Lecture,12:30,14:00,MW,Holzgang,SS316,18,15,25,0.166666667,16,14,0.875
1174,0,HSS,SOC,SOC 210,32909,15A,ONLINE,Lecture,TBA,0,0,Tsuhako,ONLINE,56,39,40,0.303571429,46,37,0.804347826
1175,0,HSS,SOC,SOC 210,33311,15B,ONLINE,Lecture,TBA,0,0,Ysais,ONLINE,41,26,40,0.365853659,33,10,0.303030303
1176,0,HSS,SOC,SOC 210,32374,15A,IN PERSON,Lecture,11:00,12:35,MW,Tsuhako,SS306,45,45,40,0,43,42,0.976744186
1177,0,HSS,SOC,SOC 210,31468,9A,ONLINE,Lecture,TBA,0,0,Tsuhako,ONLINE,60,43,40,0.283333333,47,37,0.787234043
1178,0,HSS,SOC,SOC 210,32910,9B,ONLINE,Lecture,TBA,0,0,Acosta,ONLINE,57,47,40,0.175438596,36,27,0.75
1179,0,HSS,SOC,SOC 210,33315,9B,ONLINE,Lecture,TBA,0,0,0,ONLINE,38,19,40,0.5,30,13,0.433333333
1180,0,HSS,SOC,SOC 220,33340,9B,ONLINE,Lecture,TBA,0,0,Letelier,ONLINE,47,13,48,0.723404255,15,8,0.533333333
1181,0,HSS,WGS,WGS 101,20606,18,ONLINE,Lecture,TBA,0,0,Gregg,ONLINE,28,23,30,0.178571429,26,12,0.461538462
1182,0,HSS,WGS,WGS 101,25739,18,IN PERSON,Lecture,11:00,12:15,TuTh,Ben Ghorbal,SS310,24,21,30,0.125,22,16,0.727272727
